date,A,B,C
2014-01-22,111.37857711823581,108.4618520323937,108.33836647441122
2014-01-23,111.94051052841988,108.76132706486591,108.66622392555419
2014-01-24,111.60684526763957,108.87709879517591,110.36716902658942
2014-01-27,110.77931978721433,108.57462378550619,107.66524812952049
2014-01-28,111.8844812303382,107.23492984625291,107.99358505091458
2014-01-29,112.09583981488714,108.17713008018318,108.67618564564923
2014-01-30,112.24013011972525,108.97577741896649,110.85816388510014
2014-01-31,112.64142062115295,108.71408694366335,112.64480010964328
2014-02-03,112.38778617990327,107.71996413567446,111.78059314344308
2014-02-04,111.76214891426598,108.61730045826928,108.59936749310398
2014-02-05,112.09359215550427,107.87633439106864,108.99147330492724
2014-02-06,112.37206152114923,107.49944269854821,109.70183824719834
2014-02-07,111.591971584243,106.77153319144558,109.86862143717981
2014-02-10,110.87275836923558,106.96504150767606,110.04365462008863
2014-02-11,110.4522465355345,107.21619779887371,109.77390403021333
2014-02-12,110.41710025792113,108.66333030039743,107.82646307448489
2014-02-13,110.4471813406286,107.6974061389094,107.14436740973001
2014-02-14,110.62992320872733,106.45506837101364,106.6230600378483
2014-02-18,110.28561991133192,106.81593157775237,106.60858159163006
2014-02-19,109.68295087678659,105.8304967847267,109.82166720477916
2014-02-20,110.04392520498298,104.86004432092881,108.38595133044194
2014-02-21,109.67984264897964,104.54111235571003,108.64048707733824
2014-02-24,108.74167671802246,104.1876472939052,108.39937948603442
2014-02-25,108.39142756739115,104.13795109849752,108.03814988031107
2014-02-26,106.84540252299465,102.52141135511039,108.63818608004107
2014-02-27,105.60224666551134,103.25685499468447,111.41962513236945
2014-02-28,105.65645542022078,102.38182748885173,112.68675654867721
2014-03-03,104.34436794719845,102.72488437353798,114.50155244940599
2014-03-04,104.42442209646201,102.87877476261671,115.45019046142757
2014-03-05,104.72142985296325,104.1448767947985,113.25331369300416
2014-03-06,104.21217762026782,103.7722032524731,112.42834139813637
2014-03-07,105.08357797441143,103.62298164491044,114.58660593063188
2014-03-10,105.19866504038265,103.17811966459747,115.3083418227694
2014-03-11,104.96653743248585,102.31193615549783,116.20556588494223
2014-03-12,104.91026546100694,103.67528381518711,114.14873795927407
2014-03-13,104.37533618170093,103.76269411680464,114.36653514613118
2014-03-14,104.06211650367,102.57509640522363,110.1695859320616
2014-03-17,103.3822344368925,101.30664882416514,111.48727921108653
2014-03-18,102.71711812847781,101.10487615997212,110.6590641074518
2014-03-19,102.67868426089056,99.5638008191433,110.23372316678437
2014-03-20,103.06480571671001,100.477048242469,109.25352325501005
2014-03-21,102.6135576288509,102.09468171219511,110.20933380670931
2014-03-24,102.85980128934541,102.42950734188574,110.42492031558918
2014-03-25,103.01439381315085,101.09155143664978,111.65078097322412
2014-03-26,102.8127398201982,103.07066775267512,111.54162914602918
2014-03-27,102.82813692011885,102.40146592380717,110.61125913149355
2014-03-28,103.21833881856011,103.66451303777018,110.53457013506618
2014-03-31,102.46203421895355,102.50307440678942,112.74538790324029
2014-04-01,102.85680519089684,102.52321417003581,114.03281405604726
2014-04-02,103.40990160361281,101.3521410150468,111.11118877459651
2014-04-03,103.96115839446766,101.26099271915822,109.44876739632758
2014-04-04,103.78607507944521,101.28952445651612,107.34374682107476
2014-04-07,102.53707266665766,101.26755233019136,105.53645206048118
2014-04-08,102.97518621922522,102.51482539301594,104.45650224659119
2014-04-09,103.23228078130398,103.53184833630019,104.3835639145882
2014-04-10,103.70532929347561,103.59580471838326,103.7770379305445
2014-04-11,103.98961434468386,104.02013528331692,102.38677619659762
2014-04-14,104.82907826836325,104.821494395728,104.86944774617504
2014-04-15,105.18187462230394,105.01723357417102,105.44464623246746
2014-04-16,106.5914461066517,106.67603288404862,106.43839215515352
2014-04-17,106.63853976938816,106.20764697690814,105.83237407240534
2014-04-21,105.46328210124263,106.56177749131857,108.38166252666096
2014-04-22,105.55603539913761,108.32192034665688,105.56927344235527
2014-04-23,105.77375170425412,109.3821100876043,106.30589232737229
2014-04-24,105.63792475458105,108.59898443036296,108.52419443588501
2014-04-25,106.58687128745781,107.21039179029864,109.021273993239
2014-04-28,106.21594104233864,107.75848900818048,110.99710152212037
2014-04-29,107.07567076700086,106.3595846111124,113.56026075385729
2014-04-30,108.5943657173258,104.33403930013083,114.69518980777089
2014-05-01,108.67050684348838,104.76620578461018,114.61745745794983
2014-05-02,108.71401699127728,105.6263254298779,114.79607528119556
2014-05-05,108.23779433383245,105.83960670277791,114.79443327981002
2014-05-06,108.98806326501965,107.20465443940336,113.39005193118797
2014-05-07,108.92254510019424,107.37607951255616,116.01663849956684
2014-05-08,108.9658893648981,109.26641893674515,114.34764096638789
2014-05-09,110.23308174726212,109.44671936927449,113.85455518539776
2014-05-12,110.2468331312092,110.78520828898566,115.38189454555156
2014-05-13,111.38486108072314,112.47161189777255,118.13152240891363
2014-05-14,111.03290586377142,112.50476552765825,116.20467637630462
2014-05-15,110.19513793053504,112.64256626233396,115.51500690374665
2014-05-16,109.29724678804315,113.28697039674401,116.75634794230392
2014-05-19,108.81914711337302,115.26188899590784,118.84222072237631
2014-05-20,108.71424615849823,115.02084998674815,118.47028615370965
2014-05-21,107.8543079360144,115.00525879175817,117.91630621426407
2014-05-22,106.46327821811228,114.66756991310623,117.38921613844317
2014-05-23,106.18418180967275,113.19735099118571,121.11898010971821
2014-05-27,106.22479463019562,112.95661413131283,122.49194023547469
2014-05-28,106.8172466750654,112.59225665870451,123.79252656550861
2014-05-29,107.01874850370145,113.34184644650503,123.27896596091242
2014-05-30,107.77425261242082,114.9323763690261,121.41785923219025
2014-06-02,108.71792240459632,115.80691889383914,117.08514987503138
2014-06-03,109.36804046642308,114.01544323234712,117.750345379441
2014-06-04,108.4422513938622,113.49828114944002,118.06333749920255
2014-06-05,108.2928476582087,114.76338059132412,117.29164883814033
2014-06-06,108.61869065175023,114.05047178454025,117.47778038849634
2014-06-09,108.59082633217172,113.86436062551533,117.46617559730528
2014-06-10,108.8173314646144,112.46352760702325,117.70679535001238
2014-06-11,109.2008209385801,113.1544030373522,118.67753023034483
2014-06-12,110.39803088214398,112.32367391581116,116.06195487061106
2014-06-13,110.52326796416955,111.34129739245878,114.51884985383298
2014-06-16,110.4496628392143,112.19795144762784,116.30813171873663
2014-06-17,110.66944391859806,111.45428516675732,114.73225156528247
2014-06-18,110.41867083599955,111.75239020496372,113.29635975698726
2014-06-19,110.4141160109228,112.1837570394363,112.23055026416935
2014-06-20,111.06498992878173,110.84838719759638,113.27634944378661
2014-06-23,110.73958410938566,111.64415303554595,115.5198733518772
2014-06-24,111.96725029875043,111.00599492384279,114.3162204385194
2014-06-25,112.85144771299512,112.0797174420268,117.53758829718912
2014-06-26,113.30591758358956,112.79564594948361,123.06585495048468
2014-06-27,112.8498901810087,112.6917864909841,123.91864211089306
2014-06-30,112.14806183463627,112.40092106497836,124.73353712478888
2014-07-01,111.40881451899894,110.38241223515024,123.44948809877351
2014-07-02,112.49503201043863,111.71882416910832,126.80987366049523
2014-07-03,113.54209433296086,110.86551546616312,126.90566685445492
2014-07-07,113.43882664432702,111.4261910450656,126.03491553559918
2014-07-08,112.78163369489883,113.49043084384716,125.37973138769985
2014-07-09,112.77126763740021,113.23741445738526,127.03950276548318
2014-07-10,112.46823114141318,112.3650038284041,131.19174496848115
2014-07-11,112.46819706698996,111.50679134718604,129.9421687791479
2014-07-14,112.37167685529815,110.97910205711065,132.6873613491573
2014-07-15,111.99914658279286,111.68447963764315,136.46062023008932
2014-07-16,111.8607868638229,109.73758586673543,138.0831929171241
2014-07-17,111.70884593129327,111.01915805382039,137.017433292304
2014-07-18,112.70153203190074,112.09394593231862,139.10546352364105
2014-07-21,112.51040240586987,108.89252843107988,138.4618493808981
2014-07-22,112.69139757782831,110.44546166392391,139.3593911909882
2014-07-23,113.12058782986492,107.86690990432378,138.4706508255441
2014-07-24,113.13181217047091,107.6879557934099,140.46188289027504
2014-07-25,112.59927392679045,107.77212108507376,142.5737366294464
2014-07-28,112.76394591001346,108.9965882168566,139.01020884978212
2014-07-29,112.53764039582448,110.11878550303979,144.1293772985592
2014-07-30,111.57445760311303,109.92136658918325,144.4660885245941
2014-07-31,112.63254473250329,110.00284094614292,144.33106207703415
2014-08-01,112.79954255324917,108.84788099234515,145.00393552340216
2014-08-04,112.15611046520938,108.7114537371527,146.4440884783939
2014-08-05,111.1213742383748,109.33160238864498,147.3723900494434
2014-08-06,112.059178306822,109.61820897392391,146.9584308944732
2014-08-07,112.13373826678901,109.17721790267774,147.80887358084308
2014-08-08,112.28546467189136,109.99333900549071,149.21574218530913
2014-08-11,112.16296229743882,108.15031015415387,150.83877358792898
2014-08-12,111.80128034758363,109.18764904998731,150.98188442752772
2014-08-13,111.45266278227353,109.29566018797959,150.13306106831047
2014-08-14,111.41242207285568,111.13189389025172,151.86819990770357
2014-08-15,111.32724738494035,110.75667187697667,151.6137900356687
2014-08-18,110.70672346586753,109.54407935829673,152.4833372542622
2014-08-19,110.4643336531278,111.1512914374341,150.72184009415147
2014-08-20,111.12228157960304,111.34495927120035,152.363004573448
2014-08-21,111.19154430676286,112.20161500886488,154.78042093127507
2014-08-22,110.2725726999641,111.93068669121774,150.44708216965952
2014-08-25,109.75401490515733,111.19457575180625,148.25633327916287
2014-08-26,111.02334594792396,110.48660282489597,145.79303555396817
2014-08-27,110.29107711960906,110.36270039404849,144.07145048507812
2014-08-28,110.2234487296039,109.25584266833455,143.564662137156
2014-08-29,110.64163635245313,109.82473522939124,146.72015728465894
2014-09-02,111.85460520058118,109.34337888529731,146.2655386578367
2014-09-03,113.81524804208297,108.08966765779883,144.37080122812046
2014-09-04,114.59608464628303,108.74204083098851,144.3232125806626
2014-09-05,114.4688562581606,109.44202661720772,147.35335852308936
2014-09-08,115.89472727572289,109.17041601807198,146.6781572446552
2014-09-09,116.01313305996554,110.59715053133822,145.60543198953275
2014-09-10,115.62499335248579,109.84609024741638,142.86014120234717
2014-09-11,116.86690668764297,108.21193907922837,141.59357064575335
2014-09-12,117.2227450290724,108.4322475475255,138.20524079018745
2014-09-15,117.46250898333483,107.60526984930372,136.92797186759452
2014-09-16,117.38546190960497,107.92502593938765,135.71713899738674
2014-09-17,115.7804038430425,108.13040570369355,132.43443671612377
2014-09-18,114.87764527080057,109.7349786156229,132.51955226127188
2014-09-19,115.19806957861475,107.83477033497947,133.68989841960283
2014-09-22,115.33200208383035,108.50312823306888,134.45810565059224
2014-09-23,115.73810067865685,106.70191556803549,134.8565948679077
2014-09-24,116.30878532328424,105.2114976734761,135.4991396920558
2014-09-25,115.7835671810911,106.46020884720139,139.28838760646107
2014-09-26,115.81010058647618,106.38751574537785,142.6771149302626
2014-09-29,114.87938927826231,105.49045402991334,140.07858547950826
2014-09-30,114.13230393986892,106.43903249154779,140.80168842188
2014-10-01,115.11961500217025,107.14670312787185,141.51445597465667
2014-10-02,115.53837391908262,107.44144082464831,144.0425943144291
2014-10-03,115.7607179248713,106.60463259557956,145.4795735631025
2014-10-06,115.12771544242696,107.89943433725848,146.91255413269317
2014-10-07,115.59404106578239,108.80129077138214,152.38461584955812
2014-10-08,115.39392391251913,109.21996368431962,152.87258221563062
2014-10-09,115.75371034205106,107.81083307326784,154.90469417342433
2014-10-10,114.98446763432449,106.8553612690373,153.521274721924
2014-10-13,115.59907974160066,107.35897113737693,154.4698924263906
2014-10-14,116.52148520346813,107.14717125999378,155.60221825135073
2014-10-15,117.0048198563519,104.97897195342962,153.53611870872138
2014-10-16,115.99574865647446,104.92623481249562,151.50411294277072
2014-10-17,117.71966707585223,105.18885234035916,149.99826870954934
2014-10-20,118.04930659141537,104.15344848358004,149.65377692130718
2014-10-21,118.39925088890311,104.23810121587186,151.06758627945877
2014-10-22,118.89893856618838,104.26399493594067,150.06519792882523
2014-10-23,119.03077201376905,104.54868214023978,150.03810912213007
2014-10-24,119.33611722408926,103.83220323675579,152.24486831390894
2014-10-27,119.25273924008926,100.95949902028161,150.76457370245114
2014-10-28,120.00064780158515,101.51326692940184,150.93776761708526
2014-10-29,119.87550439366044,99.94328902581344,149.55245434427135
2014-10-30,119.88253215719197,100.6437709433651,145.67572514549033
2014-10-31,122.12203461007107,99.80440227323852,146.73742354480387
2014-11-03,123.25702061162598,100.38903266617379,146.49119435086672
2014-11-04,123.35543186151499,100.54150465190193,147.91260565448718
2014-11-05,122.87501243104406,99.59759391893996,150.6172471385204
2014-11-06,122.9131225705488,99.42506546091252,150.9387460035229
2014-11-07,123.52443068234142,100.21109486096334,150.91062031199752
2014-11-10,124.75969878449818,101.07385204750209,157.36172108355325
2014-11-11,125.6511307667313,100.78630575042163,156.68202192222535
2014-11-12,125.6669905927837,102.25816561160109,161.26369017701592
2014-11-13,125.69199597317616,102.50883750752232,156.1350821903537
2014-11-14,124.86161484536422,102.98378044995185,157.17136506353
2014-11-17,124.85713460618985,102.73422727455221,157.56282437738184
2014-11-18,124.35572971520624,102.67709809987655,159.48354623759397
2014-11-19,123.86287712736062,100.9504653173514,161.6574740886563
2014-11-20,122.6512333014439,100.73334926847967,161.2050642764317
2014-11-21,122.01570816927631,101.59284486866156,161.03301070013308
2014-11-24,120.44378583924056,102.59548524776018,157.52248789608743
2014-11-25,119.67431526498912,102.21035167216586,156.07506638988215
2014-11-26,119.98976258671586,101.65045378743521,153.85684084410556
2014-11-28,119.87836966081196,100.98542269047473,156.94291044268275
2014-12-01,120.1221056407031,100.19854635557333,155.07614216433865
2014-12-02,119.05944375771236,98.96897607734527,148.22359707880818
2014-12-03,117.47984215225996,99.53410421096106,147.83666638498332
2014-12-04,118.81490780590693,100.08529622869926,147.70561046564535
2014-12-05,118.97596831682694,100.4756868144787,150.40588582746136
2014-12-08,119.59170758066618,100.04684902753698,149.53589797993024
2014-12-09,119.54201998165048,100.80485683393982,150.7720771750644
2014-12-10,118.25629656660414,101.7124159172608,151.07949206734165
2014-12-11,119.20589805053082,101.57213970710765,151.52800232453538
2014-12-12,119.61958000289869,100.44421466480888,149.92432504440532
2014-12-15,119.52234619218031,101.49898115916497,145.82923632804423
2014-12-16,118.74761063439034,100.16182868380172,141.4619637606929
2014-12-17,118.68109397399643,101.10953884458394,141.40596976052987
2014-12-18,117.99226032531793,101.13450383120698,139.72173856860678
2014-12-19,118.0789670270336,101.78958041436297,144.36503960233367
2014-12-22,117.59305922721205,103.01505634155805,142.52249454059054
2014-12-23,115.67732449247976,102.90836641500454,146.88442352610048
2014-12-24,116.10964536123602,102.64819178514662,148.1723572533888
2014-12-26,117.33070040937424,103.10093946594093,146.84627268815703
2014-12-29,117.72824243383546,102.37835316413091,146.99973780340295
2014-12-30,116.55534532862781,102.18784169607547,147.22171570387965
2014-12-31,116.23504378458922,103.02125515477981,148.08338822973866
2015-01-02,116.421146073946,102.88823047484199,148.51997399601464
2015-01-05,116.52038454468584,103.12868445979163,148.00405358388332
2015-01-06,117.02530513038593,102.14850806468377,150.30094640987886
2015-01-07,116.58806525396113,102.92604137873624,149.62292038624375
2015-01-08,117.08443947713657,102.08565392728178,143.8694202445788
2015-01-09,116.37526316872466,102.36514328361578,143.78833819975532
2015-01-12,115.59800766408463,102.58537524045144,141.38975125514963
2015-01-13,115.68870663540099,102.95893127138594,140.85200435872395
2015-01-14,116.813832098114,104.65495424677732,141.446057893702
2015-01-15,117.3948998604165,103.36411449432404,142.6384196125963
2015-01-16,118.88577113341411,102.64127303901162,137.60086758731242
2015-01-20,120.81954225308206,103.38601604058307,135.33451687955977
2015-01-21,121.11628015076171,103.51051454352948,135.8209486552569
2015-01-22,121.61308847007189,102.93745966814089,134.27394459856131
2015-01-23,122.13711265958658,102.86346733928877,134.46094305046432
2015-01-26,121.5651458271973,102.28162402040202,132.0405806932243
2015-01-27,121.0429800773764,101.23641682873269,132.41951656536065
2015-01-28,122.63855989100014,102.85242208555715,130.5530624507457
2015-01-29,122.46218834785185,102.19081341976825,130.6168152146938
2015-01-30,122.91725112930212,101.32904799437185,132.34346868767759
2015-02-02,121.89064615395188,100.0997163923789,132.48953681929495
2015-02-03,122.73507319494892,98.81543986424776,129.3449338552967
2015-02-04,123.20403797532256,98.72688534634915,133.01936513429234
2015-02-05,122.92882430296089,98.74284493613527,135.26218053870053
2015-02-06,123.25818366766401,98.67133677409007,135.38958571640978
2015-02-09,122.59269664291809,100.20186495662075,134.94022982533411
2015-02-10,122.43578385225656,101.68294073579858,132.1030301905069
2015-02-11,121.87247092163481,103.08888944013157,131.0909582924975
2015-02-12,122.15858177529343,103.2976394698228,130.99285252243473
2015-02-13,120.63421137976306,103.82877676220656,132.96987682645516
2015-02-17,121.728483543237,105.10997244985883,134.73415715796256
2015-02-18,121.67371287417288,104.86219433569518,132.42863847095208
2015-02-19,121.26760053930816,104.71002758046271,131.9464631265446
2015-02-20,121.18570087712605,104.94711876988549,129.4804369966395
2015-02-23,120.90190497642014,105.46829134495846,129.40627349451535
2015-02-24,119.76908210053315,104.5537806835879,129.3812411070095
2015-02-25,120.86943128388525,103.59799678881906,129.16291274266902
2015-02-26,121.64218837381884,104.4227334985444,129.18661508979085
2015-02-27,121.09616857844695,104.91278837882952,127.9415934547336
2015-03-02,121.43609896695241,104.6141605323387,126.58955374398178
2015-03-03,121.77933691012979,102.14200655770219,127.18805368258633
2015-03-04,121.76585166665481,101.7691388618068,127.37314364507579
2015-03-05,121.5435019089876,100.89155839758092,125.23111346633134
2015-03-06,122.144831745405,100.27046164005573,123.92753134689657
2015-03-09,122.16534778259904,100.43155668408588,126.06304557992756
2015-03-10,123.03409219765587,98.91005293003084,125.91015892286431
2015-03-11,124.18766203201137,99.22768730426867,126.28429287290409
2015-03-12,123.93064353201432,99.7225688039458,126.80722596477281
2015-03-13,122.42953878048108,99.31287575531988,123.18176598376864
2015-03-16,123.47687863152092,98.15622041940219,122.94045163349313
2015-03-17,124.16504009435668,98.39361812584059,121.02949785190017
2015-03-18,124.67215727948458,97.77494100834195,121.17620434388536
2015-03-19,124.6715757567207,98.13287705970224,118.07428409595144
2015-03-20,125.22461484766006,98.04709235105159,115.5037332628692
2015-03-23,125.41857571251025,97.76974623345141,120.5425983929577
2015-03-24,125.4063113097388,97.58677348247969,120.2659437087222
2015-03-25,125.73922570978084,98.18551786980755,120.19130431773283
2015-03-26,125.27311767163414,99.11250705940715,122.6658713912369
2015-03-27,125.84513879997334,99.15057258738454,124.15426725759112
2015-03-30,126.96333431773405,97.32051277884682,123.1647333127613
2015-03-31,126.4614589416135,97.28406392386306,119.66373599221012
2015-04-01,125.5300325533059,96.68967910102512,115.97668772331637
2015-04-02,125.1220474990619,97.42710590407711,117.79396491836276
2015-04-06,126.27015497600239,96.89852977477476,117.07794147830884
2015-04-07,125.16742310584576,96.54619688919503,118.03361382880459
2015-04-08,125.63062847951257,97.32860302724798,116.65523764919773
2015-04-09,126.29517722232167,98.04740258505952,116.73438479329772
2015-04-10,126.96282788601467,96.39639395551886,116.32222484049817
2015-04-13,126.00210675047435,96.29980994128267,118.6787296484812
2015-04-14,125.61095237229128,96.31141186193781,117.29954184934653
2015-04-15,125.64519728521459,94.444877372871,117.95231992709063
2015-04-16,125.59963749351468,93.57102038815478,118.66690569791322
2015-04-17,125.16220750478723,93.61766313374521,115.60509875129357
